%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1489487601779169008,0,1489487601778674424,base_link,wheel_left_link,0.0,0.115,0.025,0.106855030099,0.698986410841,0.698986410844,-0.1068550301,0,1489487601778674424,base_link,wheel_right_link,0.0,-0.115,0.025,0.475842483717,0.523042953004,0.523042953007,-0.475842483719
1489487601784260350,0,1489487601834011421,map,odom,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0
1489487601788818100,0,1489487602288518793,base_footprint,base_link,0.0,0.0,0.0102,0.0,0.0,0.0,1.0,0,1489487602288524879,camera_rgb_frame,camera_depth_frame,0.0,0.025,0.0,0.0,0.0,0.0,1.0,0,1489487602288527657,camera_depth_frame,camera_depth_optical_frame,0.0,0.0,0.0,-0.5,0.499999999998,-0.5,0.500000000002,0,1489487602288529882,camera_rgb_frame,camera_link,-0.031,0.0125,-0.016,0.0,0.0,0.0,1.0,0,1489487602288530959,base_link,camera_rgb_frame,-0.087,-0.0125,0.287,0.0,0.0,0.0,1.0,0,1489487602288532952,camera_rgb_frame,camera_rgb_optical_frame,0.0,0.0,0.0,-0.5,0.499999999998,-0.5,0.500000000002,0,1489487602288534086,base_link,caster_back_link,-0.135,0.0,0.009,-0.707106781185,0.0,0.0,0.707106781188,0,1489487602288535026,base_link,caster_front_link,0.115,0.0,0.007,-0.707106781185,0.0,0.0,0.707106781188,0,1489487602288536566,base_link,cliff_sensor_front_link,0.156,0.0,0.0214,0.0,0.707106781185,0.0,0.707106781188,0,1489487602288545247,base_link,cliff_sensor_left_link,0.08734,0.13601,0.0214,0.0,0.707106781185,0.0,0.707106781188,0,1489487602288546151,base_link,cliff_sensor_right_link,0.085,-0.13601,0.0214,0.0,0.707106781185,0.0,0.707106781188,0,1489487602288547013,base_link,gyro_link,0.056,0.062,0.0202,0.0,0.0,0.0,1.0,0,1489487602288548076,base_link,plate_bottom_link,0.02364,0.0,0.1306,0.0,0.0,0.0,1.0,0,1489487602288549299,base_link,plate_middle_link,-0.01364,0.0,0.1874,0.0,0.0,0.0,1.0,0,1489487602288550118,base_link,plate_top_link,-0.01364,0.0,0.3966,0.0,0.0,0.0,1.0,0,1489487602288551054,base_link,pole_bottom_0_link,0.12,0.082,0.1028,0.0,0.0,0.0,1.0,0,1489487602288552136,base_link,pole_bottom_1_link,0.055,0.12,0.1028,0.0,0.0,0.0,1.0,0,1489487602288555172,base_link,pole_bottom_2_link,-0.055,0.12,0.1028,0.0,0.0,0.0,1.0,0,1489487602288556197,base_link,pole_bottom_3_link,0.12,-0.082,0.1028,0.0,0.0,0.0,1.0,0,1489487602288557088,base_link,pole_bottom_4_link,0.055,-0.12,0.1028,0.0,0.0,0.0,1.0,0,1489487602288558064,base_link,pole_bottom_5_link,-0.055,-0.12,0.1028,0.0,0.0,0.0,1.0,0,1489487602288558878,base_link,pole_kinect_0_link,-0.1024,0.098,0.2372,0.0,0.0,0.0,1.0,0,1489487602288559608,base_link,pole_kinect_1_link,-0.1024,-0.098,0.2372,0.0,0.0,0.0,1.0,0,1489487602288560442,base_link,pole_middle_0_link,0.0381,0.1505,0.164,0.0,0.0,0.0,1.0,0,1489487602288561410,base_link,pole_middle_1_link,0.0381,-0.1505,0.164,0.0,0.0,0.0,1.0,0,1489487602288562179,base_link,pole_middle_2_link,-0.0381,0.1505,0.164,0.0,0.0,0.0,1.0,0,1489487602288563211,base_link,pole_middle_3_link,-0.0381,-0.1505,0.164,0.0,0.0,0.0,1.0,0,1489487602288564016,base_link,pole_top_0_link,0.0381,0.1505,0.292,0.0,0.0,0.0,1.0,0,1489487602288564986,base_link,pole_top_1_link,0.0381,-0.1505,0.292,0.0,0.0,0.0,1.0,0,1489487602288565997,base_link,pole_top_2_link,-0.0381,0.1505,0.292,0.0,0.0,0.0,1.0,0,1489487602288567105,base_link,pole_top_3_link,-0.0381,-0.1505,0.292,0.0,0.0,0.0,1.0
1489487601798982628,0,1489487601798634087,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601819967475,0,1489487601819597270,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601834495877,0,1489487601884015484,map,odom,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0
1489487601839216352,0,1489487601838650190,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601859216751,0,1489487601858646259,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601879306923,0,1489487601878657959,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601884392747,0,1489487601934017834,map,odom,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0
1489487601899270753,0,1489487601898588387,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601919198996,0,1489487601918639434,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601934460318,0,1489487601984039883,map,odom,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0
1489487601939201234,0,1489487601938583272,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601959165806,0,1489487601958614112,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
